iso,glottocode,language_name,glotto_level,macroarea,latitude,longitude,dist2ocean,dist2lakes,dist2rivers,dist2water,climate_PC1,climate_PC2,log_popSize,altitude,longitude_original,family_code,family
amp,alam1246,Alamblak,language,Papunesia,-4.66307,143.316,100009,3002,32951,3002,3.544,-1.02,7.333,99,143.316,sepi1257,Sepik
aad,amal1242,Amal,language,Papunesia,-4.04517,141.995,92659,16597,11006,11006,3.799,-1.375,6.721,52,141.995,sepi1257,Sepik
kmn,awtu1239,Awtuw,language,Papunesia,-3.53129,141.928,45020,51128,54226,45020,3.012,-1.327,6.234,235,141.928,sepi1257,Sepik
aww,awun1245,Auwon,language,Papunesia,-3.79671,141.999,75037,31411,31411,31411,3.453,-1.199,5.991,105,141.999,sepi1257,Sepik
ayq,ayip1235,Ayi (Papua New Guinea),language,Papunesia,-3.95946,142.407,57847,28492,28492,28492,3.19,-0.8,6.064,73,142.407,sepi1257,Sepik
bjh,bahi1254,Bahinemo,language,Papunesia,-4.55527,142.832,120093,9128,28395,9128,3.521,-1.351,6.31,53,142.832,sepi1257,Sepik
bit,beri1253,Berinomo,language,Papunesia,-4.41689,142.463,105187,11855,3298,3298,3.889,-1.265,5.858,49,142.463,sepi1257,Sepik
bnw,bisi1244,Bisis,language,Papunesia,-4.46238,143.058,97132,8570,25111,8570,3.465,-0.82,6.109,37,143.058,sepi1257,Sepik
cjn,chen1259,Chenapian,language,Papunesia,-4.25154,142.317,91557,6336,6336,6336,3.771,-1.138,5.193,24,142.317,sepi1257,Sepik
ham,hewa1241,Hewa,language,Papunesia,-5.03635,142.551,172564,35130,68714,35130,2.659,-4.063,7.673,1316,142.551,sepi1257,Sepik
iwm,iwam1256,Iwam,language,Papunesia,-4.27346,141.817,124408,13270,7581,7581,4.311,-1.904,8.006,87,141.817,sepi1257,Sepik
ywa,kalo1262,Kalou,language,Papunesia,-3.93985,142.217,67139,37036,37036,37036,3.388,-1.04,7.223,79,142.217,sepi1257,Sepik
knr,kani1285,Kaningra,language,Papunesia,-4.49681,143.192,90563,12512,27346,12512,3.412,-0.72,5.704,44,143.192,sepi1257,Sepik
dju,kapr1245,Kapriman,language,Papunesia,-4.51011,143.241,88772,11668,24818,11668,3.571,-0.933,7.402,72,143.241,sepi1257,Sepik
xrw,kara1495,Karawa,language,Papunesia,-3.69933,142.018,64773,41805,41805,41805,3.218,-1.153,4.143,157,142.018,sepi1257,Sepik
kwj,kwan1278,Kwanga,language,Papunesia,-3.74263,142.711,31537,51851,47082,31537,2.385,-0.278,9.21,166,142.711,sepi1257,Sepik
kmo,kwom1262,Kwoma,language,Papunesia,-4.08721,142.664,67777,14049,14049,14049,3.248,-0.551,8.006,42,142.664,sepi1257,Sepik
mbx,mari1432,Mari (East Sepik Province),language,Papunesia,-4.46436,142.963,104862,10993,19529,10993,3.36,-0.932,4.382,65,142.963,sepi1257,Sepik
nux,mehe1243,Mehek,language,Papunesia,-3.70927,142.498,28456,55667,55667,28456,2.584,-0.614,8.748,178,142.498,sepi1257,Sepik
sim,mend1268,Mende (Papua New Guinea),language,Papunesia,-3.67233,142.683,23164,59782,43928,23164,2.385,-0.278,8.648,222,142.683,sepi1257,Sepik
nnm,nami1256,Namia,language,Papunesia,-3.85538,141.788,81800,20198,16603,16603,3.679,-1.356,8.7,75,141.788,sepi1257,Sepik
gbe,niks1238,Niksek,language,Papunesia,-4.82581,142.45,150194,39715,42877,39715,3.648,-2.474,6.835,701,142.45,sepi1257,Sepik
lgt,pahi1246,Pahi,language,Papunesia,-3.79935,142.299,49498,48985,48985,48985,3.003,-0.868,6.733,189,142.299,sepi1257,Sepik
psq,pasi1259,Pasi,language,Papunesia,-3.95195,142.307,62272,33401,33401,33401,3.294,-0.916,5.886,71,142.307,sepi1257,Sepik
pin,piam1243,Piame,language,Papunesia,-4.85835,142.784,150004,42509,61911,42509,3.213,-2.283,4.605,500,142.784,sepi1257,Sepik
bye,pouy1238,Pouye,language,Papunesia,-3.72704,141.864,66735,34171,32543,32543,3.353,-1.241,6.867,157,141.864,sepi1257,Sepik
sny,sani1270,Saniyo-Hiyewe,language,Papunesia,-4.4376,142.369,109502,4165,5602,4165,3.982,-1.388,7.17,71,142.369,sepi1257,Sepik
iws,sepi1255,Sepik Iwam,language,Papunesia,-4.30928,142.117,106988,1386,1386,1386,4.043,-1.487,7.824,37,142.117,sepi1257,Sepik
siv,suma1269,Sumariup,language,Papunesia,-4.73083,143.239,110335,8969,43413,8969,3.665,-1.202,4.382,254,143.239,sepi1257,Sepik
wtk,wata1251,Watakataui,language,Papunesia,-4.58965,143.005,111490,23758,34140,23758,3.768,-1.144,5.858,56,143.005,sepi1257,Sepik
wog,woga1249,Wogamusin,language,Papunesia,-4.22936,142.401,86328,6969,6969,6969,3.575,-0.935,6.551,16,142.401,sepi1257,Sepik
yss,yess1239,Yessan-Mayo,language,Papunesia,-4.15721,142.574,75326,6594,6594,6594,3.293,-0.647,7.596,34,142.574,sepi1257,Sepik
sht,shas1239,Shasta,language,North America,41.7587,237.262,95217,7716,9958,7716,-5.602,-0.696,0,1503,-122.738,shas1238,Shastan
ads,adam1238,Adamorobe Sign Language,language,Africa,5.834,-0.151,28187,18725,26790,18725,0.806,1.099,3.555,140,-0.151,sign1238,Sign Language
ase,amer1248,American Sign Language,language,North America,33.8117,278.3879,173831,4439,24591,4439,-2.823,-0.338,11.513,175,-81.6121,sign1238,Sign Language
asw,aust1253,Australian Aborigines Sign Language,language,Australia,-25,135,783287,62262,308487,62262,-3.014,2.854,0,271,135,sign1238,Sign Language
asf,aust1271,Australian Sign Language,language,Australia,-30,145,707689,17413,94445,17413,-3.029,1.601,8.875,104,145,sign1238,Sign Language
bqy,beng1239,Kata Kolok,language,Papunesia,-8.383,115.098,6420,5998,36643,5998,1.697,-1.439,3.714,654,115.098,sign1238,Sign Language
bvl,boli1236,Bolivian Sign Language,language,South America,-16.38949,292.42177,355930,19784,27614,19784,-1.016,-0.18,5.858,2009,-67.57823,sign1238,Sign Language
bzs,braz1236,Brazilian Sign Language,language,South America,-15.5,312,920673,15429,45110,15429,-0.311,0.767,14.914,951,-48,sign1238,Sign Language
bfi,brit1235,British Sign Language,language,Eurasia,51.6688,-0.4431,59722,3072,3072,3072,-4.493,-3.008,10.597,87,-0.4431,sign1238,Sign Language
csc,cata1241,Catalan Sign Language,language,Eurasia,41.635,-1.97,189457,16582,38256,16582,-4.566,-1.512,9.798,1073,-1.97,sign1238,Sign Language
cds,chad1238,Chadian Sign Language,language,Africa,12.1115,15.2481,1087576,7778,7778,7778,-0.976,4.567,5.966,297,15.2481,sign1238,Sign Language
csl,chin1283,Chinese Sign Language,language,Eurasia,30.9063,121.569,14710,5410,5410,5410,-3.121,-0.569,0,5,121.569,sign1238,Sign Language
csn,colo1249,Colombian Sign Language,language,South America,5.33532,284.5536,180540,48697,16453,16453,1.045,-3.245,10.82,2300,-75.4464,sign1238,Sign Language
dsl,dani1246,Danish Sign Language,language,Eurasia,55.8257,12.3187,18802,2352,8672,2352,-4.86,-2.913,8.517,30,12.3187,sign1238,Sign Language
dse,dutc1253,Dutch Sign Language,language,Eurasia,52.1251,4.91133,43806,1253,5150,1253,-4.313,-3.144,14.221,0,4.91133,sign1238,Sign Language
ecs,ecua1243,Ecuadorian Sign Language,language,South America,-1.24999,280.8334,118834,22732,23305,22732,0.298,-1.815,12.144,1218,-79.1666,sign1238,Sign Language
eso,esto1238,Estonian Sign Language,language,Eurasia,58.947,24.566,42231,14945,5281,5281,-5.896,-3.361,8.412,58,24.566,sign1238,Sign Language
eth,ethi1238,Ethiopian Sign Language,language,Africa,8.9761,38.8534,479131,16437,136059,16437,-1.804,0.106,13.816,2299,38.8534,sign1238,Sign Language
fss,finl1235,Finland-Swedish Sign Language,language,Eurasia,62.111,26.328,197358,4786,26345,4786,-6.624,-3.65,5.011,146,26.328,sign1238,Sign Language
fse,finn1310,Finnish Sign Language,language,Eurasia,60.661,25.0677,47475,2252,15792,2252,-6.194,-3.42,8.517,99,25.0677,sign1238,Sign Language
fsl,fren1243,French Sign Language,language,Eurasia,47,3,335655,4708,5485,4708,-4.102,-2.2,10.82,202,3,sign1238,Sign Language
gsg,germ1281,German Sign Language,language,Eurasia,50.8154,7.30478,246763,2389,8580,2389,-4.208,-2.669,10.82,177,7.30478,sign1238,Sign Language
gss,gree1271,Greek Sign Language,language,Eurasia,38.0536,23.3762,8465,22916,23176,8465,-3.496,0.497,10.66,372,23.3762,sign1238,Sign Language
hps,hawa1235,Hawai'i Pidgin Sign Language,language,North America,21.6311,201.998,12843,19566,18748,12843,0.253,-0.055,8.7,177,-158.002,sign1238,Sign Language
hsh,hung1263,Hungarian Sign Language,language,Eurasia,47.122,19.264,409722,2933,13684,2933,-4.953,-1.56,10.309,96,19.264,sign1238,Sign Language
ins,indi1237,Indian Sign Language,language,Eurasia,27.5186,79.6787,900873,2170,2170,2170,-1.203,3.55,14.801,141,79.6787,sign1238,Sign Language
inl,indo1291,Jakartan Sign Language,language,Papunesia,-7.908,112.378,41156,10528,7358,7358,2.058,-1.578,8.987,1028,112.378,sign1238,Sign Language
isr,isra1236,Israeli Sign Language,language,Eurasia,31.5279,34.7637,27171,10995,35035,10995,-2.909,1.605,8.517,171,34.7637,sign1238,Sign Language
jcs,jama1256,Jamaican Country Sign Language,language,North America,17.9997,283.0679,25857,9283,3112,3112,0.715,1.469,3.689,18,-76.9321,sign1238,Sign Language
jsl,japa1238,Japanese Sign Language,language,Eurasia,36.0221,139.079,79981,4675,29658,4675,-4.086,-0.989,12.667,316,139.079,sign1238,Sign Language
xki,keny1241,Kenya-Somali Sign Language,language,Africa,-1.00166,37.1995,384732,6683,20696,6683,-1.297,1.02,12.737,1450,37.1995,sign1238,Sign Language
mzc,mada1271,Madagascar Sign Language,language,Africa,-19.04,46.87,196996,5464,62391,5464,-0.766,-0.171,12.101,1406,46.87,sign1238,Sign Language
xml,mala1412,Malaysian Sign Language,language,Eurasia,2.946,101.366,11570,6243,6566,6243,2.66,-0.285,10.086,3,101.366,sign1238,Sign Language
mfs,mexi1237,Mexican Sign Language,language,North America,19.75,261.5,165758,4847,82322,4847,-3.638,-0.2,11.775,2653,-98.5,sign1238,Sign Language
msr,mong1264,Mongolian Sign Language,language,Eurasia,48.6852,107.528,1351686,39507,86321,39507,-10.409,-3.015,9.21,1580,107.528,sign1238,Sign Language
nsp,nepa1250,Nepalese Sign Language,language,Eurasia,27.6993,85.3041,667228,32628,2199,2199,-1.675,-0.559,8.655,1319,85.3041,sign1238,Sign Language
ncs,nica1238,Nicaraguan Sign Language,language,North America,12.2509,273.6601,25437,2772,19094,2772,0.773,2.702,8.006,57,-86.3399,sign1238,Sign Language
nsl,norw1255,Norwegian Sign Language,language,Eurasia,60.7733,10.242,99184,3106,7839,3106,-6.41,-3.461,8.294,401,10.242,sign1238,Sign Language
psg,pena1248,Penang Sign Language,language,Eurasia,5.375,100.254,13877,1776,15379,1776,3.412,-0.525,6.908,160,100.254,sign1238,Sign Language
psp,phil1239,Philippine Sign Language,language,Papunesia,16.916,121.512,81127,7174,4640,4640,1.357,0.9,11.513,144,121.512,sign1238,Sign Language
psd,plai1235,Plains Indian Sign Language,language,North America,38.3941,260.7501,1050296,3141,68267,3141,-5.619,0.216,0,642,-99.2499,sign1238,Sign Language
pso,poli1259,Polish Sign Language,language,Eurasia,52.0041,20.761,265951,5531,30819,5531,-5.652,-2.389,10.82,153,20.761,sign1238,Sign Language
psr,port1277,Portuguese Sign Language,language,Eurasia,38.5474,-8.53355,24334,4624,14205,4624,-2.889,0.2,8.987,101,-8.53355,sign1238,Sign Language
psl,puer1237,Puerto Rican Sign Language,language,North America,18.4592,293.9081,12978,3654,3654,3654,1.471,0.008,10.597,0,-66.0919,sign1238,Sign Language
fcs,queb1245,Quebec Sign Language,language,North America,45.99654,285.12807,132982,3870,8598,3870,-6.763,-3.468,10.82,237,-74.87193,sign1238,Sign Language
rsl,russ1255,Russian Sign Language,language,Eurasia,56,44,931951,821,20139,821,-6.784,-2.845,11.704,156,44,sign1238,Sign Language
kgi,sela1253,Selangor Sign Language,language,Eurasia,3.13489,101.614,22739,5067,6307,5067,3.159,-0.614,6.215,46,101.614,sign1238,Sign Language
sfs,sout1404,South African Sign Language,language,Africa,-25.96551,28.11864,431900,5219,63437,5219,-3.153,0.097,9.401,1525,28.11864,sign1238,Sign Language
ssp,span1263,Spanish Sign Language,language,Eurasia,40.0314,-3.70738,291879,8892,3316,3316,-4.16,0.224,11.533,554,-3.70738,sign1238,Sign Language
sqs,sril1237,Sri Lankan Sign Language,language,Eurasia,7.10588,79.857,10792,3230,7606,3230,2.371,0.298,9.457,2,79.857,sign1238,Sign Language
swl,swed1236,Swedish Sign Language,language,Eurasia,58.929,16.1133,51087,3743,6966,3743,-5.568,-2.919,10.309,54,16.1133,sign1238,Sign Language
slf,swis1235,Swiss-Italian Sign Language,language,Eurasia,46.3076,8.79111,212596,8601,7422,7422,-4.566,-4.818,5.298,1312,8.79111,sign1238,Sign Language
sgg,swis1240,Swiss-German Sign Language,language,Eurasia,47.1069,9.07557,301559,3569,3569,3569,-4.238,-3.567,8.7,806,9.07557,sign1238,Sign Language
ssr,swis1241,Swiss-French Sign Language,language,Eurasia,46.72252,6.78425,291140,6191,11191,6191,-4.428,-3.339,6.908,720,6.78425,sign1238,Sign Language
tss,taiw1241,Taiwan Sign Language,language,Papunesia,25.0206,121.305,17132,5128,5128,5128,-0.126,-1.023,9.903,82,121.305,sign1238,Sign Language
tsq,thai1240,Thai Sign Language,language,Eurasia,13.7837,100.445,41186,2708,2708,2708,1.012,2.197,10.84,4,100.445,sign1238,Sign Language
uks,urub1243,Urubú-Kaapor Sign Language,language,South America,-2.54091,313.5787,130043,117300,29170,29170,2.519,0.673,1.946,90,-46.4213,sign1238,Sign Language
ugy,urug1238,Uruguayan Sign Language,language,South America,-34.5967,303.5491,112190,3151,15457,3151,-2.391,-1.153,8.854,11,-56.4509,sign1238,Sign Language
vgt,vlaa1235,Vlaamse Gebarentaal,language,Eurasia,51.119147,4.913097,77703,4728,8578,4728,-4.426,-3.128,8.7,23,4.913097,sign1238,Sign Language
msd,yuca1236,Yucatec Maya Sign Language,language,North America,20.5,271,104319,24362,214832,24362,0.136,2.108,4.605,25,-89,sign1238,Sign Language
ysl,yugo1238,Yugoslavian Sign Language,language,Eurasia,45.3912,17.5193,213451,16823,16853,16823,-4.572,-2.049,10.309,247,17.5193,sign1238,Sign Language
acn,acha1249,Longchuan Achang,language,Eurasia,24.3479,97.7438,626133,10963,21402,10963,-1.938,-1.353,10.229,1216,97.7438,sino1245,Sino-Tibetan
yif,ache1244,Ache,language,Eurasia,24.152,102.446,548631,6919,74026,6919,-2.178,0.079,10.463,1758,102.446,sino1245,Sino-Tibetan
aim,aimo1244,Aimol,language,Eurasia,24.6437,94.3556,338328,45261,38146,38146,-0.548,0.047,7.879,755,94.3556,sino1245,Sino-Tibetan
ahk,akha1245,Akha,language,Eurasia,21.2309,100.964,529335,36330,73535,36330,-1.066,-0.327,12.206,1424,100.964,sino1245,Sino-Tibetan
ypo,alop1235,Alo Phola,language,Eurasia,23.59,101.933,559977,11873,79228,11873,-1.19,1.627,6.215,1079,101.933,sino1245,Sino-Tibetan
aub,alug1235,Alugu,language,Eurasia,23,103,432979,16246,25522,16246,-1.908,-1.3,8.161,1677,103,sino1245,Sino-Tibetan
yna,aluo1235,Aluo,language,Eurasia,26,102,719238,11880,3983,3983,-2.677,0.626,10.127,1715,102,sino1245,Sino-Tibetan
adx,amdo1237,Amdo Tibetan,language,Eurasia,34.5177,100.485,1565425,84225,108788,84225,-8.667,-3.819,14.403,3983,100.485,sino1245,Sino-Tibetan
ajz,amri1238,Amri Karbi,language,Eurasia,26.024,91.482,382549,19982,13501,13501,0.847,0.358,11.736,48,91.482,sino1245,Sino-Tibetan
anm,anal1239,Anal,language,Eurasia,24.0506,94.2806,291790,35178,28441,28441,0.315,0.842,10.052,163,94.2806,sino1245,Sino-Tibetan
njm,anga1288,Angami Naga,language,Eurasia,25.6841,93.8668,397528,71460,115828,71460,-0.797,0.293,11.791,718,93.8668,sino1245,Sino-Tibetan
ypn,anip1235,Ani Phowa,language,Eurasia,23.591,103.733,407280,4643,94293,4643,-2.399,-0.633,9.21,1685,103.733,sino1245,Sino-Tibetan
anl,anuu1241,Anu,language,Eurasia,23.3394,98.5945,621692,39312,10351,10351,-1.187,0.531,8.294,772,98.5945,sino1245,Sino-Tibetan
njo,aona1235,Ao Naga,language,Eurasia,26.3241,94.3824,484878,13521,45810,13521,-0.617,-0.513,12.472,542,94.3824,sino1245,Sino-Tibetan
apt,apat1240,Apatani,language,Eurasia,27.1933,93.7284,543608,40400,4483,4483,0.181,-0.772,10.254,454,93.7284,sino1245,Sino-Tibetan
csh,asho1236,Asho Chin,language,Eurasia,21.393,93.5069,105056,62310,56245,56245,-0.182,-0.046,10.309,801,93.5069,sino1245,Sino-Tibetan
aph,athp1241,Athpariya,language,Eurasia,26.8794,87.3296,509848,7107,3393,3393,-1.193,0.598,7.601,1401,87.3296,sino1245,Sino-Tibetan
aot,aton1241,Atong (India),language,Eurasia,25.346508,90.658722,308104,13671,7728,7728,2.265,-1.32,8.434,205,90.658722,sino1245,Sino-Tibetan
yiu,awuu1235,Southern Awu (Lope),language,Eurasia,25.395,103.306,583459,4365,68897,4365,-3.136,-0.963,9.903,1976,103.306,sino1245,Sino-Tibetan
yix,axiy1235,Axi Yi,language,Eurasia,24.6009,103.713,488964,7799,110462,7799,-2.948,-0.811,11.513,1808,103.713,sino1245,Sino-Tibetan
yyz,ayiz1244,Ayizi,language,Eurasia,25,103.7,524625,3172,98083,3172,-2.943,-0.786,3.912,1841,103.7,sino1245,Sino-Tibetan
aza,azha1235,Azha,language,Eurasia,23.9,104.15,401078,17675,116593,17675,-2.674,-0.839,10.878,1608,104.15,sino1245,Sino-Tibetan
yiz,azhe1235,Azhe,language,Eurasia,24.405,103.441,491022,4394,91722,4394,-2.436,-0.037,10.897,1466,103.441,sino1245,Sino-Tibetan
bhj,bahi1252,Bahing,language,Eurasia,27.3323,86.3949,590519,8471,8471,8471,-1.849,-1.297,9.441,1523,86.3949,sino1245,Sino-Tibetan
bqh,baim1244,Baima,language,Eurasia,33.1001,103.952,1321774,4713,99404,4713,-7.114,-3.534,9.21,3865,103.952,sino1245,Sino-Tibetan
bft,balt1258,Balti,language,Eurasia,34.4491,77.2859,1269031,54298,21653,21653,-10.188,-5.241,12.506,5128,77.2859,sino1245,Sino-Tibetan
bap,bant1281,Bantawa,language,Eurasia,27.12147,87.04738,545193,35896,13148,13148,-1.432,0.169,12.824,1247,87.04738,sino1245,Sino-Tibetan
brd,bara1357,Baraamu,language,Eurasia,28.3768,85.0584,745520,22011,23904,22011,-6.816,-3.55,3.912,4400,85.0584,sino1245,Sino-Tibetan
bgr,bawm1236,Bawm Chin,language,Eurasia,22.4405233333,92.92553,104467,21868,85581,21868,0.882,-0.121,8.398,862,92.92553,sino1245,Sino-Tibetan
byw,belh1239,Belhariya,language,Eurasia,26.9972,87.2783,523860,21088,1875,1875,-1.237,0.613,8.161,1460,87.2783,sino1245,Sino-Tibetan
nes,bhot1235,Bhoti Kinnauri,language,Eurasia,31.8503,78.5728,1106654,16852,10002,10002,-6.68,-3.601,8.823,3711,78.5728,sino1245,Sino-Tibetan
biu,biet1238,Biete,language,Eurasia,24.273507,92.94342,215605,57919,48459,48459,0.34,-0.456,9.852,301,92.94342,sino1245,Sino-Tibetan
bzi,bisu1244,Bisu,language,Eurasia,20.8542,99.9862,491433,50250,36854,36854,-0.46,1.706,5.481,594,99.9862,sino1245,Sino-Tibetan
byo,biyo1243,Biyo,language,Eurasia,22.511,101.652,539482,19539,97798,19539,-0.846,-0.787,11.695,1229,101.652,sino1245,Sino-Tibetan
brx,bodo1269,Bodo (India),language,Eurasia,26.725455,89.333235,460334,35696,3640,3640,3.034,-1.426,14.101,126,89.333235,sino1245,Sino-Tibetan
ybk,bokh1237,Bokha,language,Eurasia,23.05,103.7,373789,25733,40302,25733,-1.294,-0.349,9.21,1345,103.7,sino1245,Sino-Tibetan
adi,bori1243,Bori-Karko,language,Eurasia,27.62812,94.3538,611564,31503,6481,6481,0.877,-1.121,11.482,692,94.3538,sino1245,Sino-Tibetan
kvl,brek1238,Brek Karen,language,Eurasia,19.0561,96.8365,195355,16580,53292,16580,-0.395,2.15,9.717,422,96.8365,sino1245,Sino-Tibetan
sgt,brok1248,Brokpake,language,Eurasia,27.3438,91.9972,528739,932,28748,932,-5.722,-2.278,8.517,3720,91.9972,sino1245,Sino-Tibetan
bro,brok1249,Dur Brokkat,language,Eurasia,27.6544,90.648,563520,43793,73939,43793,-5.33,-2.197,5.704,3381,90.648,sino1245,Sino-Tibetan
cbl,bual1235,Bualkhaw Chin,language,Eurasia,22.91,93.68,184635,10773,55921,10773,-0.882,-0.098,7.824,1204,93.68,sino1245,Sino-Tibetan
bgg,bugu1246,Bugun,language,Eurasia,27.204,92.367,515172,37010,27089,27089,-2.56,-1.342,6.802,2363,92.367,sino1245,Sino-Tibetan
byh,bujh1238,Bujhyal,language,Eurasia,28.0084,84.5068,733926,15472,5192,5192,0.291,-0.301,8.269,580,84.5068,sino1245,Sino-Tibetan
kjz,bumt1240,Bumthangkha,language,Eurasia,27.6494,90.8037,562578,45615,67755,45615,-5.506,-2.202,9.903,3564,90.8037,sino1245,Sino-Tibetan
jiy,buyu1238,Buyuan Jinuo,language,Eurasia,22,101.08,555920,11807,16090,11807,-1.058,0.395,6.908,1198,101.08,sino1245,Sino-Tibetan
bwe,bwek1238,Bwe Karen,language,Eurasia,18.9796,96.9936,187517,17996,43333,17996,-1.185,1.548,9.753,1024,96.9936,sino1245,Sino-Tibetan
bee,byan1241,Byangsi,language,Eurasia,29.92002,80.63653,1116402,37555,6219,6219,-2.297,-1.106,7.456,2104,80.63653,sino1245,Sino-Tibetan
rab,caml1239,Camling,language,Eurasia,27.3371,86.7612,578482,33404,2960,2960,-1.198,-1.959,9.401,1228,86.7612,sino1245,Sino-Tibetan
bca,cent2004,Central Bai,language,Eurasia,26.1666,99.7052,884321,22015,18479,18479,-3.373,-1.573,13.592,2497,99.7052,sino1245,Sino-Tibetan
ckh,chak1270,Chak,language,Eurasia,21.4134,92.5953,43513,41709,30523,30523,2.629,-0.516,6.908,339,92.5953,sino1245,Sino-Tibetan
tgf,chal1267,Chalikha,language,Eurasia,27.3231,91.262,526408,8665,36786,8665,-2.286,-1.765,7.313,1511,91.262,sino1245,Sino-Tibetan
cna,chan1309,Changthang,language,Eurasia,34.0662,78.2389,1279447,14198,51912,14198,-8.949,-3.53,9.22,4817,78.2389,sino1245,Sino-Tibetan
chx,chan1310,Chantyal,language,Eurasia,28.684,83.4488,850812,20387,20387,20387,-8.262,-6.135,7.601,5109,83.4488,sino1245,Sino-Tibetan
nbc,chan1313,Chang Naga,language,Eurasia,26.4336,94.9536,526793,56747,67463,56747,-0.445,-1.182,11.041,1030,94.9536,sino1245,Sino-Tibetan
cdn,chau1259,Chaudangsi,language,Eurasia,29.7033,80.4832,1100158,44478,7861,7861,-1.295,-0.254,7.512,1513,80.4832,sino1245,Sino-Tibetan
cdm,chep1245,Chepang,language,Eurasia,27.7206,84.9017,687157,29089,7211,7211,-1.102,-1.385,10.513,867,84.9017,sino1245,Sino-Tibetan
ych,ches1238,Chesu,language,Eurasia,24.05,101.98,581393,6270,106468,6270,-2.089,-0.074,8.102,1858,101.98,sino1245,Sino-Tibetan
ctn,chhi1245,Chintang,language,Eurasia,26.961,87.1899,523356,16012,3982,3982,-1.134,0.808,8.161,652,87.1899,sino1245,Sino-Tibetan
cur,chhu1238,Chhulung,language,Eurasia,26.9107,87.2133,517318,11123,4141,4141,-0.765,0.846,7.178,894,87.2133,sino1245,Sino-Tibetan
cnb,chin1478,Chinbon Chin,language,Eurasia,20.0776,94.0506,38897,22740,20967,20967,1.169,0.942,9.883,327,94.0506,sino1245,Sino-Tibetan
cdf,chir1283,Chiru,language,Eurasia,25.4643,94.4072,408278,81781,74294,74294,-1.396,-0.871,8.854,1436,94.4072,sino1245,Sino-Tibetan
cik,chit1279,Chitkuli Kinnauri,language,Eurasia,31.2965,78.5287,1059590,24526,17265,17265,-7.015,-4.76,6.966,4202,78.5287,sino1245,Sino-Tibetan
cgk,choc1275,Chocangacakha,language,Eurasia,27.46961,91.21954,542623,23576,52794,23576,-2.115,-1.658,10.309,2213,91.21954,sino1245,Sino-Tibetan
nri,chok1243,Chokri Naga,language,Eurasia,25.5636,94.2887,409710,70735,90444,70735,-1.943,-1.824,11.334,1359,94.2887,sino1245,Sino-Tibetan
cda,chon1285,Choni,language,Eurasia,27.7552,99.8255,981885,8862,30330,8862,-5.275,-2.712,11.945,3689,99.8255,sino1245,Sino-Tibetan
nct,chot1239,Chothe,language,Eurasia,24.3722,94.2408,309832,43170,46083,43170,-0.378,-0.233,8.189,819,94.2408,sino1245,Sino-Tibetan
cvg,chug1252,Chug,language,Eurasia,27.7686,92.1838,576368,11903,38190,11903,-7.547,-3.153,6.745,4467,92.1838,sino1245,Sino-Tibetan
cuw,chuk1270,Chukwa,language,Eurasia,27.358,86.9824,571859,28704,18822,18822,-1.803,-2.893,4.605,2165,86.9824,sino1245,Sino-Tibetan
cnc,coon1239,Côông,language,Eurasia,22.3311,102.759,428069,42124,63417,42124,-0.515,-0.117,7.616,1217,102.759,sino1245,Sino-Tibetan
dao,daai1236,Daai Chin,language,Eurasia,20.7347,93.7853,56599,34512,51060,34512,0.021,0.276,10.519,786,93.7853,sino1245,Sino-Tibetan
dka,dakp1242,Dakpakha,language,Eurasia,27.3762,91.8245,532359,18345,44525,18345,-3.195,-1.552,7.601,3024,91.8245,sino1245,Sino-Tibetan
dln,darl1242,Darlong,language,Eurasia,23.992,91.3339,157820,18344,12133,12133,0.406,0.764,8.7,24,91.3339,sino1245,Sino-Tibetan
drd,darm1243,Darma,language,Eurasia,29.8629,80.5439,1114267,47736,4863,4863,-1.581,-0.612,7.467,2247,80.5439,sino1245,Sino-Tibetan
der,deor1238,Deori,language,Eurasia,26.86152,93.70572,508405,32581,5681,5681,0.65,0.075,10.24,78,93.70572,sino1245,Sino-Tibetan
dhi,dhim1246,Dhimal,language,Eurasia,26.6283,88.3798,455343,2709,2709,2709,1.403,-0.134,9.758,106,88.3798,sino1245,Sino-Tibetan
mhu,diga1241,Tawra,language,Eurasia,28.4993,96.8803,824287,4060,81399,4060,-6.018,-3.599,10.434,3851,96.8803,sino1245,Sino-Tibetan
dis,dima1251,Dimasa,language,Eurasia,25.4198,93.1806,340584,39498,70175,39498,-0.7,0.651,11.626,257,93.1806,sino1245,Sino-Tibetan
dre,dolp1239,Dolpo,language,Eurasia,29.1957,83.2927,908051,21369,46210,21369,-7.101,-4.743,8.987,4997,83.2927,sino1245,Sino-Tibetan
yik,dong1286,Dongshanba Lalo,language,Eurasia,25.435,100.178,817981,2681,19149,2681,-2.723,-0.61,10.309,1958,100.178,sino1245,Sino-Tibetan
duu,drun1238,Drung,language,Eurasia,28.00792,98.49449,894716,4732,34080,4732,-5.603,-3.471,9.547,3591,98.49449,sino1245,Sino-Tibetan
dus,dumi1241,Dumi,language,Eurasia,27.45849,86.75699,590905,22356,3744,3744,-1.447,-2.55,7.824,1614,86.75699,sino1245,Sino-Tibetan
raa,dung1252,Dungmali,language,Eurasia,26.9813,87.3328,520294,18224,7350,7350,-1.237,0.613,5.394,1089,87.3328,sino1245,Sino-Tibetan
dng,dung1253,Dungan,language,Eurasia,42.7292,76.8382,1912381,19991,51974,19991,-9.471,-4.283,10.597,3405,76.8382,sino1245,Sino-Tibetan
